geohash,day_of_week,weekend,day,hour,minute,n
9q59xe,5,0,14,21,40,11
9q59xe,5,0,14,21,50,11
9q59xe,5,0,14,21,55,11
9q59xe,5,0,14,22,0,11
9q59xe,5,0,14,22,5,11
9q59xe,5,0,14,22,10,11
9q59xe,5,0,14,22,15,11
9q59xe,5,0,14,22,20,11
9q59xe,5,0,14,22,25,11
9q59xe,5,0,14,22,30,11
9q59xe,5,0,14,22,35,11
9q59xe,5,0,14,22,40,11
9q59xe,5,0,14,22,45,11
9q59xe,5,0,14,22,50,11
9q59xe,5,0,14,22,55,11
9q59xe,5,0,14,23,0,11
9q59xe,5,0,14,23,5,11
9q59xe,5,0,14,23,50,11
9q59xe,5,0,14,23,55,11
9q59x2,2,0,11,21,15,10
9q59x2,3,0,12,21,15,10
9q59x2,3,0,12,21,20,10
9q59x2,3,0,12,23,5,10
9q59x2,3,0,12,23,10,10
9q59x2,3,0,12,23,15,10
9q59x2,6,1,15,21,0,10
9q59x2,6,1,15,21,10,10
9q59x6,5,0,14,22,55,10
9q59x6,5,0,14,23,0,10
9q59x6,5,0,14,23,5,10
9q59x6,5,0,14,23,15,10
9q59xc,5,0,14,23,0,10
9q59xe,2,0,11,23,35,10
9q59xe,2,0,11,23,40,10
9q59xe,2,0,11,23,45,10
9q59xe,4,0,13,21,0,10
9q59xe,4,0,13,21,5,10
9q59xe,4,0,13,21,10,10
9q59xe,4,0,13,21,25,10
9q59xe,4,0,13,21,30,10
9q59xe,4,0,13,21,35,10
9q59xe,4,0,13,21,40,10
9q59xe,4,0,13,21,55,10
9q59xe,4,0,13,22,10,10
9q59xe,4,0,13,22,15,10
9q59xe,4,0,13,22,25,10
9q59xe,4,0,13,22,35,10
9q59xe,4,0,13,22,40,10
9q59xe,4,0,13,22,45,10
9q59xe,4,0,13,22,50,10
9q59xe,4,0,13,22,55,10
9q59xe,4,0,13,23,0,10
9q59xe,4,0,13,23,5,10
9q59xe,4,0,13,23,10,10
9q59xe,4,0,13,23,25,10
9q59xe,4,0,13,23,30,10
9q59xe,4,0,13,23,35,10
9q59x2,2,0,11,21,5,9
9q59x2,2,0,11,21,10,9
9q59x2,2,0,11,21,20,9
9q59x2,2,0,11,21,25,9
9q59x2,2,0,11,21,30,9
9q59x2,2,0,11,21,50,9
9q59x2,2,0,11,22,25,9
9q59x2,6,1,15,21,5,9
9q59x2,6,1,15,21,15,9
9q59x6,5,0,14,23,20,9
9q59x6,5,0,14,23,25,9
9q59x6,5,0,14,23,30,9
9q59x6,5,0,14,23,35,9
9q59x6,5,0,14,23,40,9
9q59x6,5,0,14,23,45,9
9q59x6,5,0,14,23,50,9
9q59xc,5,0,14,22,45,9
9q59xc,5,0,14,22,55,9
9q59xc,5,0,14,23,35,9
9q59xe,2,0,11,21,40,9
9q59xe,2,0,11,21,45,9
9q59xe,2,0,11,22,25,9
9q59xe,2,0,11,22,35,9
9q59xe,2,0,11,22,50,9
9q59xe,2,0,11,22,55,9
9q59xe,2,0,11,23,0,9
9q59xe,2,0,11,23,5,9
9q59xe,2,0,11,23,20,9
9q59xe,2,0,11,23,25,9
9q59xe,2,0,11,23,30,9
9q59xe,2,0,11,23,50,9
9q59xe,3,0,12,21,15,9
9q59xe,3,0,12,21,20,9
9q59xe,4,0,13,21,15,9
9q59xe,4,0,13,22,0,9
9q59xe,4,0,13,22,5,9
9q59xe,4,0,13,22,30,9
9q59x2,2,0,11,21,45,8
9q59x2,2,0,11,22,0,8
9q59x2,2,0,11,22,5,8
9q59x2,2,0,11,22,10,8
9q59x2,2,0,11,22,15,8
9q59x2,2,0,11,22,20,8
9q59x2,2,0,11,22,55,8
9q59x2,2,0,11,23,10,8
9q59x2,2,0,11,23,25,8
9q59x2,2,0,11,23,30,8
9q59x6,5,0,14,23,55,8
9q59xc,5,0,14,22,50,8
9q59xc,5,0,14,23,40,8
9q59xe,2,0,11,21,0,8
9q59xe,2,0,11,21,5,8
9q59xe,2,0,11,21,30,8
9q59xe,2,0,11,21,35,8
9q59xe,2,0,11,21,50,8
9q59xe,2,0,11,22,20,8
9q59xe,2,0,11,22,30,8
9q59xe,2,0,11,22,40,8
9q59xe,2,0,11,22,45,8
9q59xe,2,0,11,23,10,8
9q59xe,2,0,11,23,15,8
9q59xe,3,0,12,21,0,8
9q59xe,3,0,12,21,5,8
9q59xe,3,0,12,21,10,8
9q59xe,3,0,12,21,25,8
9q59xe,3,0,12,21,30,8
9q59xe,3,0,12,21,35,8
9q59xe,3,0,12,21,45,8
9q59xe,3,0,12,21,50,8
9q59xe,3,0,12,21,55,8
9q59xe,3,0,12,22,0,8
9q59xe,4,0,13,21,20,8
9q59x2,2,0,11,21,35,7
9q59x2,2,0,11,21,40,7
9q59x2,2,0,11,21,55,7
9q59x2,2,0,11,22,45,7
9q59x2,2,0,11,22,50,7
9q59x2,2,0,11,23,0,7
9q59x2,2,0,11,23,5,7
9q59x2,2,0,11,23,15,7
9q59x2,2,0,11,23,20,7
9q59x2,2,0,11,23,35,7
9q59x2,2,0,11,23,40,7
9q59x2,2,0,11,23,55,7
9q59x6,5,0,14,21,55,7
9q59x6,5,0,14,22,0,7
9q59x6,5,0,14,22,5,7
9q59x6,5,0,14,22,10,7
9q59x6,5,0,14,22,15,7
9q59x6,5,0,14,22,20,7
9q59x6,5,0,14,22,25,7
9q59x6,5,0,14,22,30,7
9q59x6,5,0,14,22,35,7
9q59x6,5,0,14,22,40,7
9q59x6,5,0,14,22,45,7
9q59x6,5,0,14,22,50,7
9q59xc,5,0,14,22,20,7
9q59xc,5,0,14,22,25,7
9q59xc,5,0,14,22,30,7
9q59xc,5,0,14,23,5,7
9q59xe,2,0,11,21,20,7
9q59xe,2,0,11,21,25,7
9q59xe,2,0,11,21,55,7
9q59xe,2,0,11,22,0,7
9q59xe,2,0,11,22,5,7
9q59xe,2,0,11,22,10,7
9q59xe,2,0,11,22,15,7
9q59xe,2,0,11,23,55,7
9q59xe,3,0,12,21,40,7
9q59xe,3,0,12,22,5,7
9q59x2,2,0,11,22,30,6
9q59x2,2,0,11,22,35,6
9q59x2,2,0,11,22,40,6
9q59x2,2,0,11,23,45,6
9q59x2,2,0,11,23,50,6
9q59x6,5,0,14,21,10,6
9q59x6,5,0,14,21,35,6
9q59x6,5,0,14,21,40,6
9q59x6,5,0,14,21,45,6
9q59x6,5,0,14,21,50,6
9q59xc,5,0,14,22,35,6
9q59xc,5,0,14,22,40,6
9q59xc,5,0,14,23,45,6
9q59xe,2,0,11,21,10,6
9q59xe,2,0,11,21,15,6
9q59xe,3,0,12,23,55,6
9q59x6,5,0,14,21,0,5
9q59x6,5,0,14,21,5,5
9q59x6,5,0,14,21,20,5
9q59x6,5,0,14,21,25,5
9q59x6,5,0,14,21,30,5
9q59xc,4,0,13,23,5,5
9q59xc,4,0,13,23,10,5
9q59xc,4,0,13,23,15,5
9q59xc,5,0,14,22,0,5
9q59xc,5,0,14,23,10,5
9q59xc,5,0,14,23,15,5
9q59xc,5,0,14,23,50,5
9q59xc,5,0,14,23,55,5
9q59xe,3,0,12,22,10,5
9q59xe,3,0,12,22,15,5
9q59xe,3,0,12,22,20,5
9q59xe,3,0,12,23,30,5
9q59xe,3,0,12,23,35,5
9q59xe,3,0,12,23,45,5
9q59xe,3,0,12,23,50,5
9q59x6,5,0,14,21,15,4
9q59xc,4,0,13,21,15,4
9q59xc,4,0,13,21,20,4
9q59xc,4,0,13,21,25,4
9q59xc,4,0,13,21,30,4
9q59xc,4,0,13,21,35,4
9q59xc,4,0,13,21,40,4
9q59xc,4,0,13,21,45,4
9q59xc,4,0,13,21,50,4
9q59xc,4,0,13,21,55,4
9q59xc,4,0,13,22,0,4
9q59xc,4,0,13,22,10,4
9q59xc,4,0,13,22,15,4
9q59xc,4,0,13,22,20,4
9q59xc,4,0,13,22,25,4
9q59xc,4,0,13,22,30,4
9q59xc,4,0,13,22,35,4
9q59xc,4,0,13,22,40,4
9q59xc,4,0,13,22,45,4
9q59xc,4,0,13,22,50,4
9q59xc,4,0,13,22,55,4
9q59xc,4,0,13,23,0,4
9q59xc,4,0,13,23,20,4
9q59xc,4,0,13,23,25,4
9q59xc,4,0,13,23,30,4
9q59xc,4,0,13,23,35,4
9q59xc,4,0,13,23,40,4
9q59xc,4,0,13,23,45,4
9q59xc,4,0,13,23,50,4
9q59xc,4,0,13,23,55,4
9q59xc,5,0,14,21,30,4
9q59xc,5,0,14,21,35,4
9q59xc,5,0,14,21,40,4
9q59xc,5,0,14,21,45,4
9q59xc,5,0,14,21,50,4
9q59xc,5,0,14,21,55,4
9q59xc,5,0,14,22,5,4
9q59xc,5,0,14,22,10,4
9q59xc,5,0,14,22,15,4
9q59xc,5,0,14,23,20,4
9q59xc,5,0,14,23,30,4
9q59xe,3,0,12,22,25,4
9q59xe,3,0,12,22,30,4
9q59xe,3,0,12,23,10,4
9q59xe,3,0,12,23,15,4
9q59xe,3,0,12,23,20,4
9q59xe,3,0,12,23,25,4
9q59xe,3,0,12,23,40,4
9q59xe,6,1,15,22,0,4
9q59xf,4,0,13,21,0,4
9q59xf,4,0,13,21,5,4
9q59xf,4,0,13,21,10,4
9q59xf,4,0,13,21,15,4
9q59xc,4,0,13,21,0,3
9q59xc,4,0,13,21,5,3
9q59xc,4,0,13,21,10,3
9q59xc,4,0,13,22,5,3
9q59xc,5,0,14,23,25,3
9q59xe,3,0,12,22,35,3
9q59xe,3,0,12,22,55,3
9q59xe,3,0,12,23,0,3
9q59xe,3,0,12,23,5,3
9q59xe,6,1,15,21,35,3
9q59xe,6,1,15,21,40,3
9q59xe,6,1,15,21,45,3
9q59xe,6,1,15,21,50,3
9q59xe,6,1,15,21,55,3
9q59xe,6,1,15,22,5,3
9q59xe,6,1,15,22,10,3
9q59xe,6,1,15,22,15,3
9q59xe,6,1,15,22,20,3
9q59xe,6,1,15,22,25,3
9q59xe,6,1,15,22,30,3
9q59xe,6,1,15,23,40,3
9q59xf,4,0,13,21,20,3
9q59xf,4,0,13,21,25,3
9q59xf,4,0,13,21,30,3
9q59xf,4,0,13,21,35,3
9q59xf,4,0,13,21,40,3
9q59xf,4,0,13,21,45,3
9q59xf,4,0,13,21,50,3
9q59xf,4,0,13,21,55,3
9q59xf,4,0,13,22,0,3
9q59xf,4,0,13,22,5,3
9q59xf,4,0,13,22,10,3
9q59xf,4,0,13,22,15,3
9q59xf,4,0,13,22,20,3
9q59xf,4,0,13,22,25,3
9q59xf,4,0,13,22,30,3
9q59xf,4,0,13,22,35,3
9q59xf,4,0,13,22,40,3
9q59xf,4,0,13,22,45,3
9q59xf,4,0,13,22,50,3
9q59xf,4,0,13,22,55,3
9q59xf,4,0,13,23,0,3
9q59xf,4,0,13,23,5,3
9q59xf,4,0,13,23,10,3
9q59xf,4,0,13,23,15,3
9q59xf,4,0,13,23,20,3
9q59xf,4,0,13,23,25,3
9q59xf,4,0,13,23,30,3
9q59xf,4,0,13,23,35,3
9q59xf,4,0,13,23,40,3
9q59xf,4,0,13,23,45,3
9q59xf,4,0,13,23,50,3
9q59xf,4,0,13,23,55,3
9q59xf,5,0,14,21,0,3
9q59xf,5,0,14,21,5,3
9q59xf,5,0,14,22,50,3
9q59xf,5,0,14,22,55,3
9q59xf,5,0,14,23,0,3
9q59xf,5,0,14,23,5,3
9q59xc,2,0,11,23,20,2
9q59xc,2,0,11,23,25,2
9q59xc,2,0,11,23,30,2
9q59xc,2,0,11,23,35,2
9q59xc,5,0,14,21,0,2
9q59xc,5,0,14,21,5,2
9q59xc,5,0,14,21,10,2
9q59xc,5,0,14,21,15,2
9q59xc,5,0,14,21,20,2
9q59xc,5,0,14,21,25,2
9q59xe,3,0,12,22,40,2
9q59xe,3,0,12,22,45,2
9q59xe,3,0,12,22,50,2
9q59xe,6,1,15,21,0,2
9q59xe,6,1,15,21,5,2
9q59xe,6,1,15,21,10,2
9q59xe,6,1,15,21,15,2
9q59xe,6,1,15,21,20,2
9q59xe,6,1,15,21,25,2
9q59xe,6,1,15,21,30,2
9q59xe,6,1,15,22,35,2
9q59xe,6,1,15,22,40,2
9q59xe,6,1,15,22,45,2
9q59xe,6,1,15,22,50,2
9q59xe,6,1,15,22,55,2
9q59xe,6,1,15,23,0,2
9q59xe,6,1,15,23,5,2
9q59xe,6,1,15,23,10,2
9q59xe,6,1,15,23,15,2
9q59xe,6,1,15,23,20,2
9q59xe,6,1,15,23,25,2
9q59xe,6,1,15,23,30,2
9q59xe,6,1,15,23,35,2
9q59xe,6,1,15,23,45,2
9q59xe,6,1,15,23,50,2
9q59xe,6,1,15,23,55,2
9q59xf,2,0,11,21,25,2
9q59xf,2,0,11,21,30,2
9q59xf,2,0,11,21,40,2
9q59xf,2,0,11,21,45,2
9q59xf,2,0,11,21,50,2
9q59xf,2,0,11,22,0,2
9q59xf,2,0,11,22,10,2
9q59xf,2,0,11,22,20,2
9q59xf,2,0,11,22,25,2
9q59xf,2,0,11,22,30,2
9q59xf,2,0,11,22,35,2
9q59xf,2,0,11,22,40,2
9q59xf,2,0,11,22,45,2
9q59xf,2,0,11,22,50,2
9q59xf,2,0,11,22,55,2
9q59xf,2,0,11,23,0,2
9q59xf,2,0,11,23,5,2
9q59xf,2,0,11,23,10,2
9q59xf,2,0,11,23,15,2
9q59xf,2,0,11,23,20,2
9q59xf,2,0,11,23,25,2
9q59xf,2,0,11,23,30,2
9q59xf,2,0,11,23,35,2
9q59xf,2,0,11,23,40,2
9q59xf,5,0,14,21,10,2
9q59xf,5,0,14,21,15,2
9q59xf,5,0,14,21,40,2
9q59xf,5,0,14,21,45,2
9q59xf,5,0,14,21,50,2
9q59xf,5,0,14,21,55,2
9q59xf,5,0,14,22,0,2
9q59xf,5,0,14,22,5,2
9q59xf,5,0,14,22,10,2
9q59xf,5,0,14,22,15,2
9q59xf,5,0,14,22,20,2
9q59xf,5,0,14,22,25,2
9q59xf,5,0,14,22,30,2
9q59xf,5,0,14,22,35,2
9q59xf,5,0,14,22,40,2
9q59xf,5,0,14,22,45,2
9q59xf,5,0,14,23,30,2
9q59xf,5,0,14,23,35,2
9q59xf,5,0,14,23,40,2
9q59x7,2,0,11,22,25,1
9q59x7,2,0,11,22,30,1
9q59x7,2,0,11,22,35,1
9q59x7,2,0,11,22,40,1
9q59x7,2,0,11,22,45,1
9q59x7,2,0,11,22,50,1
9q59x7,2,0,11,22,55,1
9q59x7,2,0,11,23,0,1
9q59x7,2,0,11,23,5,1
9q59x7,2,0,11,23,10,1
9q59x7,2,0,11,23,15,1
9q59x7,2,0,11,23,30,1
9q59x7,6,1,15,21,0,1
9q59x7,6,1,15,21,5,1
9q59x7,6,1,15,21,10,1
9q59x7,6,1,15,21,15,1
9q59x7,6,1,15,21,20,1
9q59x7,6,1,15,21,25,1
9q59x7,6,1,15,21,30,1
9q59x7,6,1,15,21,35,1
9q59x7,6,1,15,21,40,1
9q59x7,6,1,15,21,45,1
9q59x7,6,1,15,21,50,1
9q59x7,6,1,15,21,55,1
9q59x7,6,1,15,22,0,1
9q59x7,6,1,15,22,5,1
9q59x7,6,1,15,22,10,1
9q59x7,6,1,15,22,15,1
9q59x7,6,1,15,22,20,1
9q59x7,6,1,15,22,25,1
9q59x7,6,1,15,22,30,1
9q59x7,6,1,15,22,35,1
9q59x7,6,1,15,22,40,1
9q59x7,6,1,15,22,45,1
9q59x7,6,1,15,22,50,1
9q59x7,6,1,15,22,55,1
9q59x7,6,1,15,23,0,1
9q59x7,6,1,15,23,5,1
9q59x7,6,1,15,23,10,1
9q59x7,6,1,15,23,15,1
9q59x7,6,1,15,23,20,1
9q59x7,6,1,15,23,25,1
9q59x7,6,1,15,23,30,1
9q59x7,6,1,15,23,35,1
9q59x7,6,1,15,23,40,1
9q59x7,6,1,15,23,45,1
9q59x7,6,1,15,23,50,1
9q59x7,6,1,15,23,55,1
9q59xc,2,0,11,21,45,1
9q59xc,2,0,11,21,50,1
9q59xc,2,0,11,22,0,1
9q59xc,2,0,11,23,10,1
9q59xc,2,0,11,23,15,1
9q59xc,2,0,11,23,40,1
9q59xc,2,0,11,23,45,1
9q59xc,3,0,12,21,0,1
9q59xc,3,0,12,21,5,1
9q59xc,3,0,12,21,10,1
9q59xc,3,0,12,21,15,1
9q59xc,3,0,12,21,20,1
9q59xc,3,0,12,21,25,1
9q59xc,3,0,12,21,30,1
9q59xc,3,0,12,21,35,1
9q59xc,3,0,12,21,40,1
9q59xc,3,0,12,21,45,1
9q59xc,3,0,12,21,50,1
9q59xc,3,0,12,21,55,1
9q59xc,3,0,12,22,0,1
9q59xc,3,0,12,22,5,1
9q59xc,3,0,12,22,10,1
9q59xc,3,0,12,22,15,1
9q59xc,3,0,12,22,20,1
9q59xc,3,0,12,22,25,1
9q59xc,3,0,12,22,30,1
9q59xc,3,0,12,22,35,1
9q59xc,3,0,12,22,40,1
9q59xc,3,0,12,22,45,1
9q59xc,3,0,12,22,50,1
9q59xc,3,0,12,22,55,1
9q59xc,3,0,12,23,0,1
9q59xc,3,0,12,23,5,1
9q59xc,3,0,12,23,10,1
9q59xc,3,0,12,23,15,1
9q59xc,3,0,12,23,20,1
9q59xc,3,0,12,23,25,1
9q59xc,3,0,12,23,30,1
9q59xc,3,0,12,23,35,1
9q59xc,3,0,12,23,40,1
9q59xc,3,0,12,23,45,1
9q59xc,3,0,12,23,50,1
9q59xc,3,0,12,23,55,1
9q59xf,2,0,11,21,0,1
9q59xf,2,0,11,21,5,1
9q59xf,2,0,11,21,10,1
9q59xf,2,0,11,21,15,1
9q59xf,2,0,11,21,20,1
9q59xf,2,0,11,21,35,1
9q59xf,2,0,11,21,55,1
9q59xf,2,0,11,22,5,1
9q59xf,2,0,11,22,15,1
9q59xf,2,0,11,23,50,1
9q59xf,2,0,11,23,55,1
9q59xf,3,0,12,21,35,1
9q59xf,3,0,12,21,40,1
9q59xf,3,0,12,21,45,1
9q59xf,3,0,12,21,50,1
9q59xf,3,0,12,21,55,1
9q59xf,3,0,12,22,0,1
9q59xf,3,0,12,22,5,1
9q59xf,3,0,12,22,10,1
9q59xf,3,0,12,22,15,1
9q59xf,3,0,12,22,20,1
9q59xf,3,0,12,22,25,1
9q59xf,3,0,12,22,30,1
9q59xf,3,0,12,22,35,1
9q59xf,3,0,12,22,40,1
9q59xf,3,0,12,22,45,1
9q59xf,3,0,12,22,50,1
9q59xf,3,0,12,22,55,1
9q59xf,3,0,12,23,0,1
9q59xf,3,0,12,23,5,1
9q59xf,3,0,12,23,10,1
9q59xf,3,0,12,23,15,1
9q59xf,3,0,12,23,20,1
9q59xf,3,0,12,23,25,1
9q59xf,3,0,12,23,30,1
9q59xf,3,0,12,23,35,1
9q59xf,3,0,12,23,40,1
9q59xf,3,0,12,23,45,1
9q59xf,3,0,12,23,50,1
9q59xf,3,0,12,23,55,1
9q59xf,5,0,14,21,20,1
9q59xf,5,0,14,21,25,1
9q59xf,5,0,14,21,30,1
9q59xf,5,0,14,21,35,1
9q59xf,5,0,14,23,10,1
9q59xf,5,0,14,23,15,1
9q59xf,5,0,14,23,20,1
9q59xf,5,0,14,23,25,1
9q59xf,5,0,14,23,45,1
9q59xf,5,0,14,23,50,1
9q59xf,5,0,14,23,55,1
